Date,City,Country,Latitude,Longitude,Max Temp (f),Humidity (%),Cloud Cover (%),Wind Speed (mph)
11/15/21,Beringovskiy,RU,63.05,179.3167,29.41,85,100,19.91
11/15/21,Vostok,RU,46.4856,135.8833,19.26,75,58,11.18
11/15/21,Den Helder,NL,52.9599,4.7593,48.18,85,90,8.01
11/15/21,East Bethel,US,45.3194,-93.2025,31.26,82,1,0.0
11/15/21,Khovd,MN,48.0056,91.6419,40.23,34,100,2.68
11/15/21,Suez,EG,29.9737,32.5263,69.57,56,17,5.61
11/15/21,Maumere,ID,-8.6199,122.2111,82.42,76,98,3.24
11/15/21,Tuy Hoa,VN,13.0833,109.3,76.35,95,100,8.46
11/15/21,Erdemli,TR,36.605,34.3084,68.68,34,100,5.14
11/15/21,Yeppoon,AU,-23.1333,150.7333,87.58,55,0,11.48
11/15/21,Finschhafen,PG,-6.6024,147.8681,85.55,67,78,8.05
11/15/21,Seoul,KR,37.5683,126.9778,60.37,39,75,6.91
11/15/21,La Macarena,CO,2.1837,-73.7849,71.53,94,67,2.44
11/15/21,Great Yarmouth,GB,52.6083,1.7305,51.24,80,95,5.86
11/15/21,Kidal,ML,18.4411,1.4078,74.16,16,76,9.48
11/15/21,Lesnoy,RU,57.6198,63.0784,14.9,81,52,4.68
11/15/21,Diamantino,BR,-14.4086,-56.4461,72.79,94,99,2.71
11/15/21,Hearst,CA,49.6835,-83.6665,30.45,96,99,7.23
11/15/21,Ati,TD,13.2154,18.3353,79.11,14,10,8.84
11/15/21,Padang,ID,-0.9492,100.3543,87.85,67,99,4.99
11/15/21,Hermiston,US,45.8404,-119.2895,64.2,74,1,5.75
11/15/21,Bahía Solano,CO,6.2262,-77.4044,76.68,90,81,4.56
11/15/21,Belaya Gora,RU,68.5333,146.4167,2.05,97,100,2.01
11/15/21,Platýkampos,GR,39.6167,22.5333,54.75,82,100,3.09
11/15/21,Port Augusta,AU,-32.5,137.7667,64.71,46,26,20.74
11/15/21,Carbonear,CA,47.7332,-53.2148,48.42,88,94,17.74
11/15/21,Duvan,RU,55.695,57.9024,15.93,83,100,1.52
11/15/21,Cap Malheureux,MU,-19.9842,57.6142,82.89,65,71,8.99
11/15/21,Constantine,DZ,36.365,6.6147,49.41,93,40,1.14
11/15/21,Joplin,US,37.0842,-94.5133,42.8,79,1,1.01
11/15/21,Westport,US,41.1415,-73.3579,44.76,83,90,1.99
11/15/21,Gouyave,GD,12.1646,-61.7296,79.83,77,8,17.81
11/15/21,Prome,MM,18.8167,95.2167,87.8,64,36,0.72
11/15/21,Penzance,GB,50.1186,-5.5371,51.76,78,100,0.98
11/15/21,Columbus,US,39.9612,-82.9988,36.82,84,90,10.0
11/15/21,Olafsvik,IS,64.8945,-23.7142,40.15,67,98,36.08
11/15/21,Flinders,AU,-34.5833,150.8552,69.21,46,39,18.39
11/15/21,Champerico,GT,14.3,-91.9167,79.03,80,40,3.49
11/15/21,Pingliang,CN,35.5392,106.6861,50.94,27,0,6.13
11/15/21,Vanavara,RU,60.34,102.2797,23.76,92,100,6.15
11/15/21,Port Moresby,PG,-9.4431,147.1797,87.22,74,75,17.27
11/15/21,Usogorsk,RU,63.4106,48.6872,16.9,89,45,7.34
11/15/21,Strezhevoy,RU,60.7333,77.5889,-0.42,89,80,2.53
11/15/21,Mount Gambier,AU,-37.8333,140.7667,55.31,54,90,16.11
11/15/21,Alexandria,EG,31.2156,29.9553,71.56,78,0,3.44
11/15/21,Kichmengskiy Gorodok,RU,59.9816,45.7854,20.5,94,92,6.8
11/15/21,Aykhal,RU,66.0,111.5,-8.52,100,100,5.88
11/15/21,Pohrebyshche,UA,49.4864,29.2636,41.83,73,100,7.07
11/15/21,Puerto Escondido,MX,15.85,-97.0667,76.35,63,51,4.18
11/15/21,Coahuayana Viejo,MX,18.7333,-103.6833,73.22,71,33,4.72
11/15/21,Mitsamiouli,KM,-11.3847,43.2844,84.49,61,40,11.5
11/15/21,Vuktyl,RU,63.8567,57.3094,17.53,91,100,7.4
11/15/21,Tilichiki,RU,60.4667,166.1,25.72,96,100,7.25
11/15/21,Sumter,US,28.7086,-82.0831,54.95,90,8,5.41
11/15/21,Aklavik,CA,68.2191,-135.0107,7.63,97,100,2.55
11/15/21,Paamiut,GL,61.994,-49.6678,8.02,74,0,8.77
11/15/21,Kaitangata,NZ,-46.2817,169.8464,59.94,84,93,13.13
11/15/21,Fairview,US,40.8126,-73.999,44.02,83,100,1.01
11/15/21,Spornoye,RU,50.8448,37.2913,30.22,87,16,10.04
11/15/21,Rome,US,43.2128,-75.4557,37.54,94,90,4.61
11/15/21,Emba,KZ,48.8264,58.1442,27.34,71,100,2.24
11/15/21,Sal Rei,CV,16.1833,-22.9167,72.16,72,95,8.12
11/15/21,Sabha,LY,27.0377,14.4283,62.06,61,97,8.68
11/15/21,São José da Coroa Grande,BR,-8.8978,-35.1478,77.56,83,16,8.75
11/15/21,Muros,ES,42.7762,-9.0603,55.09,82,2,14.2
11/15/21,Okhotsk,RU,59.3833,143.3,23.76,95,100,13.82
11/15/21,Atamanovka,RU,51.93,113.63,27.03,55,92,3.04
11/15/21,Kungälv,SE,57.871,11.9805,42.19,90,68,6.33
11/15/21,Maramba,TZ,-5.05,38.6167,74.14,59,81,4.41
11/15/21,Katete,UG,-0.7818,29.7544,70.43,64,98,2.08
11/15/21,Prado,BR,-17.3411,-39.2208,67.75,83,87,8.16
11/15/21,Kalang,PH,5.9197,121.3631,82.56,74,97,1.52
11/15/21,Sibu,MY,2.3,111.8167,89.91,62,40,3.0
11/15/21,Sehnde,DE,52.3139,9.9682,42.78,96,6,6.2
11/15/21,Alice Springs,AU,-23.7,133.8833,80.15,24,32,8.05
11/15/21,Virginia Beach,US,36.8529,-75.978,54.01,76,75,5.75
11/15/21,Ketchikan,US,55.3422,-131.6461,39.67,87,90,5.75
11/15/21,Ichtegem,BE,51.115,3.0309,48.9,91,75,4.0
11/15/21,Ruteng,ID,-8.6136,120.4721,68.5,89,99,0.72
11/15/21,Cabo San Lucas,MX,22.8909,-109.9124,79.52,43,7,3.04
11/15/21,Qujing,CN,25.4833,103.7833,59.25,79,98,13.22
11/15/21,Bariloche,AR,-41.1456,-71.3082,35.35,87,40,4.61
11/15/21,Skellefteå,SE,64.7507,20.9528,34.16,69,90,1.01
11/15/21,Gimbi,ET,9.1667,35.8333,60.15,85,80,0.98
11/15/21,Butterworth,MY,5.3991,100.3638,89.64,70,20,7.0
11/15/21,Camaçari,BR,-12.6975,-38.3242,71.37,96,99,3.49
11/15/21,Sola,VU,-13.8833,167.55,82.2,74,99,12.71
11/15/21,Puro,PH,12.4841,123.3827,83.26,76,84,10.49
11/15/21,São João dos Patos,BR,-6.495,-43.7022,69.24,96,32,3.33
11/15/21,Khasan,RU,42.4308,130.6434,43.9,37,1,11.9
11/15/21,Cuacnopalan,MX,18.8167,-97.5,47.52,89,16,5.55
11/15/21,Halifax,CA,44.6453,-63.5724,42.85,87,73,3.44
11/15/21,Kayes,ML,14.0,-11.0,75.94,42,54,3.31
11/15/21,Tromsø,NO,69.6496,18.957,35.62,87,75,4.0
11/15/21,Yablonovsky,RU,44.989,38.9432,32.14,100,20,2.24
11/15/21,Novoagansk,RU,61.9449,76.6625,3.29,95,93,5.77
11/15/21,Cervignano del Friuli,IT,45.8211,13.3381,57.27,62,90,8.05
11/15/21,Nísia Floresta,BR,-6.0911,-35.2086,80.98,88,11,6.85
11/15/21,Itarema,BR,-2.9248,-39.9167,79.09,81,53,12.53
11/15/21,Honjō,JP,36.2333,139.1833,70.68,28,0,3.67
11/15/21,Koulikoro,ML,14.0,-7.75,71.31,32,42,8.37
11/15/21,Manggar,ID,-2.8833,108.2667,75.76,88,100,9.71
11/15/21,Yuli,NG,9.6989,10.2744,75.13,31,35,1.95
11/15/21,Ucluelet,CA,48.9329,-125.5528,47.08,93,100,2.73
11/15/21,Mpongwe,ZM,-13.5091,28.155,75.72,56,64,4.76
11/15/21,Muyezerskiy,RU,63.9333,31.65,21.81,81,93,7.05
11/15/21,Agüimes,ES,27.9054,-15.4461,61.43,73,20,6.91
11/15/21,Texarkana,US,33.4251,-94.0477,50.23,85,1,3.44
11/15/21,Bolgatanga,GH,10.7856,-0.8514,80.02,49,41,3.83
11/15/21,San Quintín,MX,30.4833,-115.95,66.94,49,0,3.74
11/15/21,Alekseyevsk,RU,57.8406,108.3492,30.25,96,100,6.98
11/15/21,Challapata,BO,-18.9,-66.7667,51.82,37,37,3.69
11/15/21,Namatanai,PG,-3.6667,152.4333,83.86,72,83,8.75
11/15/21,Ribas do Rio Pardo,BR,-20.4431,-53.7592,74.61,79,100,3.0
11/15/21,Forsytheganj,BY,52.6333,29.7333,30.36,92,28,6.33
11/15/21,Itigi,TZ,-5.7,34.4833,75.33,48,63,10.36
11/15/21,Jīsh,IL,33.0222,35.4469,61.0,36,66,3.15
11/15/21,Petropavl,KZ,54.8753,69.1628,15.78,73,20,13.42
11/15/21,Stornoway,GB,58.2093,-6.3865,44.92,93,70,6.91
11/15/21,Myitkyina,MM,25.3833,97.4,81.28,53,26,2.06
11/15/21,Boaco,NI,12.4722,-85.6586,73.24,97,8,6.38
11/15/21,Maputo,MZ,-25.9653,32.5892,68.23,94,100,3.0
11/15/21,Beloha,MG,-25.1667,45.05,82.76,47,10,8.72
11/15/21,Faanui,PF,-16.4833,-151.75,76.5,77,100,21.92
11/15/21,Kutum,SD,14.2,24.6667,68.0,20,0,5.91
11/15/21,Farah,AF,32.5,62.5,54.12,40,0,3.96
11/15/21,Christchurch,NZ,-43.5333,172.6333,71.8,26,42,11.5
11/15/21,Waipawa,NZ,-41.4122,175.5153,61.43,69,0,20.56
11/15/21,Flin Flon,CA,54.7682,-101.865,22.91,97,100,4.0
11/15/21,Harrisonburg,US,38.4496,-78.8689,43.18,70,75,8.05
11/15/21,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.08,81,59,11.43
11/15/21,Changji,CN,44.0167,87.3167,38.19,48,93,4.47
11/15/21,Valdivia,CL,-39.8142,-73.2459,51.89,96,94,8.68
11/15/21,Hazleton,US,40.9584,-75.9746,35.15,87,95,7.52
11/15/21,Ballina,AU,-28.8667,153.5667,86.18,24,0,6.91
11/15/21,Itapeva,BR,-23.9822,-48.8756,56.52,94,82,5.28
11/15/21,Chicama,PE,-7.8447,-79.1469,63.41,83,67,5.01
11/15/21,Waynesville,US,35.4887,-82.9887,42.66,66,27,3.0
11/15/21,San Cristobal,VE,7.7669,-72.225,68.18,92,80,1.28
11/15/21,Polyarny,RU,69.1989,33.4478,14.47,83,100,16.28
11/15/21,Lagoa,PT,39.05,-27.9833,66.83,86,65,23.94
11/15/21,Monrovia,LR,6.3005,-10.7969,76.21,86,26,4.34
11/15/21,Lüderitz,NA,-26.6481,15.1594,73.6,48,0,15.19
11/15/21,Zhezkazgan,KZ,47.8043,67.7144,27.52,69,70,15.41
11/15/21,Pontianak,ID,-0.0333,109.3333,87.78,66,75,9.22
11/15/21,Topeka,US,39.0483,-95.678,46.11,70,1,8.05
11/15/21,La Orilla,MX,17.9833,-102.2333,73.54,65,8,4.99
11/15/21,Samfya,ZM,-11.3649,29.5565,79.68,43,50,10.49
11/15/21,Pau dos Ferros,BR,-6.1125,-38.2063,77.94,70,64,6.11
11/15/21,Kjøllefjord,NO,70.9457,27.3465,32.05,86,100,14.29
11/15/21,Bogorodskoye,RU,56.55,37.8833,29.59,78,95,12.24
11/15/21,Santa Isabel,BR,-23.3156,-46.2214,60.66,95,74,3.62
11/15/21,Bintulu,MY,3.1667,113.0333,88.21,74,40,7.0
11/15/21,Auki,SB,-8.7676,160.7034,84.63,65,71,3.51
11/15/21,Gao,ML,16.6362,1.637,72.64,20,58,10.29
11/15/21,Boromo,BF,11.75,-2.9333,75.47,24,95,3.44
11/15/21,Jiayuguan City,CN,39.8167,98.3,47.05,16,0,6.67
11/15/21,Kibungo,RW,-2.1597,30.5427,61.72,89,100,1.68
11/15/21,Umluj,SA,25.0213,37.2685,77.34,59,3,9.73
11/15/21,Mokrousovo,RU,55.8103,66.7653,15.71,83,76,6.73
11/15/21,Pemangkat,ID,1.1667,108.9667,83.8,70,98,7.29
11/15/21,Tcholliré,CM,8.4022,14.1698,75.02,46,13,2.66
11/15/21,Arrondissement de Millau,FR,44.0833,2.9167,45.0,97,96,4.09
11/15/21,Port Hardy,CA,50.6996,-127.4199,44.6,100,90,2.3
11/15/21,Blackfoot,US,43.1905,-112.345,54.57,56,97,12.55
11/15/21,Øksfjord,NO,70.2396,22.3479,32.92,93,100,13.22
11/15/21,Samarai,PG,-10.6167,150.6667,83.73,77,100,11.36
11/15/21,Baft,IR,29.234,56.6057,52.2,25,0,2.93
11/15/21,Petatlán,MX,17.5167,-101.2667,71.13,66,6,4.43
11/15/21,Caucayá,CO,-0.1934,-74.7819,71.33,99,95,2.35
11/15/21,Ihosy,MG,-22.4,46.1167,84.69,41,100,1.86
11/15/21,Cherëmukhovo,RU,60.3484,59.9851,17.69,78,100,5.66
11/15/21,Peniche,PT,39.3558,-9.3811,56.62,95,4,8.28
11/15/21,Raja,SS,8.4596,25.678,81.48,24,31,5.48
11/15/21,Parabel',RU,58.6978,81.4825,10.62,89,100,10.65
11/15/21,Kavaratti,IN,10.5669,72.642,79.38,86,100,18.07
11/15/21,Jutaí,BR,-5.1833,-68.9,73.38,98,100,0.67
11/15/21,Izhmorskiy,RU,56.194,86.6414,27.72,89,100,11.07
11/15/21,Villalba,PR,18.1272,-66.4921,78.98,84,11,3.74
11/15/21,Lohāru,IN,28.45,75.8167,79.16,16,0,3.22
11/15/21,Evensk,RU,61.95,159.2333,26.83,93,100,12.41
11/15/21,Luau,AO,-10.7073,22.2247,69.22,79,100,4.09
11/15/21,Kimberley,ZA,-28.7323,24.7623,67.69,64,0,5.75
11/15/21,Hofn,IS,64.2539,-15.2082,41.99,79,14,29.75
11/15/21,Arona,ES,28.0996,-16.681,64.38,61,20,11.5
